"","X.1","X","crime","number","date","location","beat","neighborhood","npu","lat","long","temp","precipitation","cluster","occurence"
"1",157869,157868,"AUTO THEFT",111221192,"05/02/2011","1050 TECHWOOD DR NW",501,"Home Park","E",33.78344,-84.39246,21.7458333333333,0,8,1609
"2",224135,224134,"LARCENY-FROM VEHICLE",102381689,"08/26/2010","761 WOODWARD WAY NW",205,"Peachtree Battle Alliance","C",33.82206,-84.39612,25.9708333333333,0.3,7,688
"3",84124,84123,"LARCENY-FROM VEHICLE",163440701,"12/09/2016","410 CANDLER PARK DE NE",609,"Candler Park","N",33.76543,-84.34009,1.72916666666667,0,9,587
"4",95098,95097,"LARCENY-FROM VEHICLE",110430549,"02/12/2011","89 LITTLE ST SE",304,"Summerhill","V",33.73293,-84.38502,2.69166666666667,0,1,1118
"5",185434,185433,"LARCENY-NON VEHICLE",131701000,"06/19/2013","397 PICKFAIR AVE SW",307,"Lakewood Heights","Y",33.704,-84.40217,22.85,0.5,2,1151
"6",255842,255841,"LARCENY-FROM VEHICLE",122541076,"09/10/2012","546 CANDLER PARK DR NE",608,"Candler Park","N",33.76916,-84.33963,21.175,0,9,587
"7",208342,208341,"BURGLARY-RESIDENCE",121870090,"07/05/2012","373 LEGACY DR SW",104,"Harris Chiles","T",33.74385,-84.41931,29.2208333333333,3.4,3,1868
"8",64472,64471,"AGG ASSAULT",93150088,"11/11/2009","2089 CASCADE RD SW",409,"Cascade Avenue/Road","S",33.72174,-84.4559,13.7333333333333,37.5,3,1868
"9",112946,112945,"LARCENY-FROM VEHICLE",100562441,"03/03/2010","1155 LAVISTA RD NE",212,"Lindridge/Martin Manor","F",33.81743,-84.351,2.47916666666667,0.2,4,966
"10",80636,80635,"AUTO THEFT",153551146,"12/21/2015","2950 SPRINGDALE RD SW",311,"Hammond Park","X",33.67479,-84.41619,9.1125,0,2,1151
"11",30852,30851,"LARCENY-FROM VEHICLE",103120658,"11/08/2010","508 POMONA CIR SW;",309,"Perkerson","X",33.68702,-84.40686,9.7125,0,2,1151
"12",215078,215077,"BURGLARY-RESIDENCE",152081641,"07/27/2015","2640 MARTIN L KING JR DR SW",405,"Harland Terrace","I",33.75381,-84.47425,28.3833333333333,0,6,1164
"13",71891,71890,"LARCENY-NON VEHICLE",123620987,"12/27/2012","2841 GREENBRIAR PKWY SW",411,"Greenbriar","R",33.68677,-84.49773,2.85833333333333,0,5,849
"14",111594,111593,"LARCENY-FROM VEHICLE",100780550,"03/19/2010","677 INDIGO LN NW",112,"Collier Heights","I",33.77304,-84.48147,12.4166666666667,0,6,1164
"15",238077,238076,"AUTO THEFT",142221652,"08/10/2014","2025 BAKER RD NW",107,"Grove Park","J",33.77011,-84.45335,24.4416666666667,16.7,6,1164
"16",116188,116187,"LARCENY-NON VEHICLE",120860898,"03/26/2012","3298 CUSHMAN CIR SW",406,"","I",33.75057,-84.49417,17.9083333333333,0,6,1164
"17",237413,237412,"ROBBERY-PEDESTRIAN",142292548,"08/17/2014","933 CASCADE AVE SW",404,"Cascade Avenue/Road","S",33.72981,-84.44123,26.2041666666667,0.8,3,1868
"18",205880,205879,"AGG ASSAULT",122110557,"07/29/2012","3 JOSEPH E LOWERY BLVD NW",102,"Vine City","L",33.75488,-84.41744,28.5208333333333,0,3,1868
"19",233603,233602,"AGG ASSAULT",132401214,"08/28/2013","1072 CASCADE AVE SW",403,"Cascade Avenue/Road","S",33.72605,-84.44581,24.5,0,3,1868
"20",72966,72965,"LARCENY-FROM VEHICLE",123501546,"12/15/2012","2841 GREENBRIAR PKWY SW @GREENBRIAR MALL",411,"Greenbriar","R",33.68845,-84.49328,8.83333333333333,0,5,849
"21",52716,52715,"LARCENY-NON VEHICLE",130011382,"01/01/2013","1993 BENT CREEK WAY SW",410,"Campbellton Road","R",33.70084,-84.46568,9.07916666666667,16.7,5,849
"22",190981,190980,"BURGLARY-NONRES",151720845,"06/21/2015","2753 WATERS RD SW",312,"Glenrose Heights","Z",33.67987,-84.39012,27.675,0.7,2,1151
"23",258815,258814,"LARCENY-FROM VEHICLE",132510249,"09/08/2013","337 MORELAND AVE NE",608,"Candler Park","N",33.7636,-84.34901,24.4625,0,1,1118
"24",79193,79192,"LARCENY-NON VEHICLE",143421440,"12/08/2014","181 PEACHTREE ST NE @RITZ;",510,"Downtown","M",33.75861,-84.3872,6.1875,0,8,1609
"25",48402,48401,"AGG ASSAULT",120160952,"01/16/2012","255 COURTLAND ST NE",509,"Downtown","M",33.76139,-84.38406,5.04166666666667,0,8,1609
"26",103458,103457,"BURGLARY-RESIDENCE",150392435,"02/08/2015","230 MAYSON AVE NE",609,"Edgewood","O",33.75988,-84.33876,9.03333333333333,0,9,587
"27",83232,83231,"LARCENY-NON VEHICLE",163552328,"12/20/2016","1801 HOWELL MILL RD",204,"Berkeley Park","D",33.80388,-84.41278,6.00833333333333,0,7,688
"28",150874,150873,"LARCENY-FROM VEHICLE",90980005,"04/08/2009","206 ROGERS ST NE",609,"Kirkwood","O",33.75908,-84.32958,7.54583333333333,0,9,587
"29",27430,27429,"AUTO THEFT",110130451,"01/13/2011","147 26TH ST NW",207,"Brookwood","E",33.80251,-84.39773,-6.54583333333333,0,7,688
"30",129446,129445,"AUTO THEFT",90702168,"03/11/2009","2766 VINEYARDS DR SE",312,"Rosedale Heights","Z",33.67939,-84.37019,17.7541666666667,0,2,1151
"31",2380,2379,"LARCENY-NON VEHICLE",102831306,"10/10/2010","464 MORELAND AVE NE",602,"Inman Park","N",33.76686,-84.34915,19.3375,0,1,1118
"32",164240,164239,"AUTO THEFT",141492891,"05/29/2014","1055 PIEDMONT AVE NE",502,"Midtown","E",33.78338,-84.37846,24.1625,0,8,1609
"33",154748,154747,"LARCENY-FROM VEHICLE",101210945,"05/01/2010","3381 GREENBRIAR PKWY SW",413,"","P",33.68403,-84.50216,21.8083333333333,1,5,849
"34",57004,57003,"BURGLARY-RESIDENCE",150091982,"01/09/2015","515 FULTON ST SW",303,"Mechanicsville","V",33.741,-84.40447,-2.6,0,3,1868
"35",254591,254590,"AUTO THEFT",122670978,"09/23/2012","954 HOWELL MILL RD NW",501,"Home Park","E",33.78077,-84.41112,20.7166666666667,0,8,1609
"36",263337,263336,"AUTO THEFT",152612227,"09/18/2015","3030 HEADLAND DR SW  ",411,"Greenbriar","R",33.68841,-84.48742,22.4375,0,5,849
"37",165335,165334,"LARCENY-NON VEHICLE",141352234,"05/15/2014","835 MARTIN L KING JR DR NW",102,"Vine City","L",33.75504,-84.41457,16.9,27.7,3,1868
"38",42600,42599,"BURGLARY-RESIDENCE",153343107,"11/30/2015","1303 HOSEA L WILLIAMS DR SE",609,"Edgewood","O",33.75317,-84.3449,16.6125,0.9,9,587
"39",166749,166748,"AUTO THEFT",151480064,"05/28/2015","390 STOVALL ST SE",606,"Ormewood Park","W",33.7436,-84.35429,22.1333333333333,9.5,1,1118
"40",56017,56016,"ROBBERY-PEDESTRIAN",150212044,"01/21/2015","405 FAIRBURN RD SW",407,"Wildwood (NPU-H)","H",33.74367,-84.50959,9.975,0,6,1164
"41",88200,88199,"LARCENY-NON VEHICLE",93351335,"12/01/2009","80 JOSEPH E LOWERY BLVD NW ;KIPP WAYS ACADEMY",105,"Washington Park","K",33.75722,-84.41827,5.83333333333333,0,3,1868
"42",121939,121938,"LARCENY-FROM VEHICLE",140742189,"03/15/2014","2841 GREENBRIAR PKWY SW @GREENBRIAR MALL",411,"Greenbriar","R",33.68845,-84.49328,12.0083333333333,1,5,849
"43",89687,89686,"LARCENY-FROM VEHICLE",90190558,"01/19/2009","263 PETERS ST SW",507,"Castleberry Hill","M",33.74732,-84.40198,3.91666666666667,0,3,1868
"44",230340,230339,"LARCENY-FROM VEHICLE",122431013,"08/30/2012","3554 BOLFAIR DR NW",114,"Carroll Heights","H",33.77716,-84.50378,24.2333333333333,3.3,6,1164
"45",213269,213268,"LARCENY-FROM VEHICLE",141960750,"07/15/2014","470 16TH ST NW",501,"Home Park","E",33.7883,-84.40387,25.5041666666667,12.5,8,1609
"46",116870,116869,"BURGLARY-RESIDENCE",120792129,"03/19/2012","1421 GRAYMONT DR SW",403,"Venetian Hills","S",33.71541,-84.43682,20.2208333333333,0,3,1868
"47",65294,65293,"BURGLARY-RESIDENCE",93071762,"11/03/2009","1185 COLLIER RD NW",204,"","C",33.81136,-84.42537,12.8791666666667,0,7,688
"48",182665,182664,"BURGLARY-RESIDENCE",121690062,"06/17/2012","191 FARRINGTON AVE SE",304,"Peoplestown","V",33.72663,-84.38172,22.1791666666667,0,1,1118
"49",153827,153826,"LARCENY-FROM VEHICLE",101310094,"05/11/2010","1378 PARK AVE SE",305,"Chosewood Park","Y",33.71691,-84.3699,16.925,2.1,2,1151
"50",36438,36437,"LARCENY-NON VEHICLE",123151857,"11/10/2012","2555 DONALD LEE HOLLOWELL PKWY NW",109,"Center Hill","J",33.77561,-84.46999,12.9375,0,6,1164
"51",172106,172105,"BURGLARY-RESIDENCE",91480610,"05/28/2009","2536 JENNY WREN LN SW",406,"Audobon Forest","I",33.72994,-84.47156,21.9,4.6,6,1164
"52",130493,130492,"LARCENY-FROM VEHICLE",101190909,"04/29/2010","834 INMAN VILLAGE PKWY NE",602,"Inman Park","N",33.76012,-84.36112,14.625,0,1,1118
"53",133918,133917,"LARCENY-NON VEHICLE",111151059,"04/25/2011","395 ALLISON DR NE",209,"North Buckhead","B",33.85373,-84.37514,22.3083333333333,2.8,4,966
"54",151092,151091,"BURGLARY-RESIDENCE",90960648,"04/06/2009","1937 WINDSOR DR SW",409,"Southwest","R",33.70378,-84.47307,11.65,2.6,5,849
"55",114011,114010,"AGG ASSAULT",110811058,"03/22/2011","1000 NORTHSIDE DR NW",501,"Home Park","E",33.78713,-84.40755,18.2541666666667,0,8,1609
"56",103762,103761,"LARCENY-FROM VEHICLE",150343239,"02/03/2015","723 PIEDMONT AVE NE",505,"Midtown","E",33.77423,-84.38125,0.983333333333333,0,8,1609
"57",86500,86499,"LARCENY-FROM VEHICLE",93491165,"12/15/2009","PEACHTREE PL NE / PEACHTREE ST NE",503,"Midtown","E",33.78079,-84.38409,14.7791666666667,8.6,8,1609
"58",148348,148347,"LARCENY-FROM VEHICLE",160952595,"04/04/2016","3423 PIEDMONT RD NE",208,"North Buckhead","B",33.84865,-84.37337,13.6208333333333,0,4,966
"59",221012,221011,"AUTO THEFT",92040901,"07/23/2009","40 MARIETTA ST NW",511,"Downtown","M",33.75508,-84.39116,23.825,3.1,8,1609
"60",93815,93814,"LARCENY-FROM VEHICLE",100321890,"02/01/2010","PEACHTREE CENTER AVE NE / JOHN WESLEY DOBBS AVE NE",510,"Downtown","M",33.75714,-84.3861,2.225,0,8,1609
"61",198588,198587,"LARCENY-NON VEHICLE",91541412,"06/03/2009","2834 YATES DR",113,"Brookview Heights","G",33.78231,-84.48266,23.9625,0.1,6,1164
"62",45975,45974,"ROBBERY-COMMERCIAL",163212813,"11/16/2016","461 MORELAND AVE SE",606,"Ormewood Park","W",33.74162,-84.34935,14.1041666666667,0,9,587
"63",10628,10627,"LARCENY-FROM VEHICLE",132881600,"10/15/2013","701 FRANCIS AVE SE",607,"Boulevard Heights","W",33.72325,-84.36506,18.6625,0,1,1118
"64",53793,53792,"LARCENY-FROM VEHICLE",140171282,"01/17/2014","2825 MORNINGTON DR NW",205,"Castlewood","C",33.83394,-84.41229,3.7625,0,7,688
"65",177232,177231,"LARCENY-NON VEHICLE",101610235,"06/10/2010","1150 CRESCENT AVE NE",503,"Midtown","E",33.78601,-84.38437,25.1916666666667,13.4,8,1609
"66",68666,68665,"AUTO THEFT",113640119,"12/30/2011","369 MCDANIEL STREET",101,"The Villages at Castleberry H","T",33.74505,-84.40523,7.9375,0,3,1868
"67",15973,15972,"AUTO THEFT",152881290,"10/15/2015","2239 CHESHIRE BRIDGE RD",212,"Lindridge/Martin Manor","F",33.82002,-84.35105,17.4541666666667,0,4,966
"68",268022,268021,"AUTO THEFT",92691217,"09/26/2009","505 WELLS CT SW",303,"Mechanicsville","V",33.74054,-84.40577,22.8666666666667,7.3,3,1868
"69",97998,97997,"LARCENY-FROM VEHICLE",130592429,"02/28/2013","1780 NORTHSIDE DR NW",205,"Channing Valley","C",33.80406,-84.40791,6.56666666666667,0,7,688
"70",247589,247588,"LARCENY-FROM VEHICLE",92150735,"08/03/2009","600 GREENSFERRY AVE SW",101,"The Villages at Castleberry H","T",33.74662,-84.40755,24.3875,0.1,3,1868
"71",254831,254830,"AUTO THEFT",122640555,"09/20/2012","573 EDGEWOOD AVE SE",604,"Old Fourth Ward","M",33.75419,-84.3687,20.7791666666667,0,1,1118
"72",175534,175533,"LARCENY-FROM VEHICLE",101772044,"06/26/2010","CHESHIRE BRIDGE RD NE / MANCHESTER ST NE",212,"Morningside/Lenox Park","F",33.80883,-84.36328,27.675,4.2,4,966
"73",188024,188023,"LARCENY-NON VEHICLE",141730861,"06/22/2014","1024 ALLENE AVE SW",301,"Adair Park","V",33.72694,-84.41335,26.35,0,3,1868
"74",43498,43497,"LARCENY-NON VEHICLE",153218023,"11/17/2015","6000 N TERMINAL PKWY",706,"","",33.64069,-84.44388,13.9208333333333,0,5,849
"75",146094,146093,"BURGLARY-RESIDENCE",150941861,"04/04/2015","4430 DAVIDSON AVE NE",209,"Brookhaven","B",33.8734,-84.35105,16.1958333333333,0.4,4,966
"76",157350,157349,"BURGLARY-RESIDENCE",111270997,"05/07/2011","3479 THOMPSON DR NW",111,"Adamsville","H",33.76187,-84.50144,18.0541666666667,0,6,1164
"77",184344,184343,"LARCENY-NON VEHICLE",121532243,"06/01/2012","1801 HOWELL MILL RD NW",204,"Berkeley Park","D",33.80388,-84.41278,21.6791666666667,8,7,688
"78",255905,255904,"LARCENY-FROM VEHICLE",122531290,"09/09/2012","3300 PEACHTREE RD NE",208,"North Buckhead","B",33.84514,-84.37031,21.0541666666667,0,4,966
"79",171532,171531,"LARCENY-NON VEHICLE",161241900,"05/03/2016","2841 GREENBRIAR PKWY SW @GREENBRIAR MALL",411,"Greenbriar","R",33.68677,-84.49773,20.6166666666667,1.2,5,849
"80",163866,163865,"LARCENY-NON VEHICLE",131222180,"05/02/2013","3780 PRINCETON LAKES PARKWAY",414,"Princeton Lakes","P",33.65754,-84.51178,17.1666666666667,0.3,5,849
"81",112699,112698,"AUTO THEFT",100640441,"03/05/2010","1066 N PARK ROW SE",607,"Boulevard Heights","W",33.72522,-84.36824,3.69583333333333,0,1,1118
"82",128707,128706,"LARCENY-NON VEHICLE",90770789,"03/18/2009","225 HAMILTON E HOLMES DR NW",108,"Center Hill","J",33.76115,-84.4682,12.4833333333333,0,6,1164
"83",28050,28049,"LARCENY-FROM VEHICLE",110052235,"01/05/2011","3500 PEACHTREE RD NE @PHIPPS PLAZA;",208,"North Buckhead","B",33.85252,-84.36116,4.58333333333333,3.9,4,966
"84",263723,263722,"LARCENY-FROM VEHICLE",152560370,"09/13/2015","2020 BOLTON RD NW",203,"Riverside","D",33.81125,-84.47594,18.7,0,6,1164
"85",25321,25320,"BURGLARY-RESIDENCE",100060674,"01/06/2010","1480 SHARON ST NW",105,"Hunter Hills","K",33.75478,-84.43595,-3.27083333333333,0,3,1868
"86",93557,93556,"LARCENY-NON VEHICLE",100351456,"02/04/2010","711 TRABERT AVE NW",207,"Berkeley Park","D",33.79483,-84.41303,3.5625,3.3,7,688
"87",128854,128853,"BURGLARY-RESIDENCE",90761652,"03/17/2009","1254 LOCKWOOD DR SW",403,"Venetian Hills","S",33.72099,-84.4385,13.625,0.7,3,1868
"88",214927,214926,"LARCENY-FROM VEHICLE",152102150,"07/29/2015","186 NORTHSIDE DR SW",507,"Castleberry Hill","M",33.74952,-84.40352,28.8958333333333,0.8,3,1868
"89",82696,82695,"LARCENY-FROM VEHICLE",163621787,"12/27/2016","415 ARMOUR DR NE",212,"","F",33.81267,-84.37412,15.5458333333333,1.2,4,966
"90",52450,52449,"BURGLARY-NONRES",130040341,"01/04/2013","1133 HUFF RD NW",203,"Blandtown","D",33.78909,-84.42518,3.16666666666667,0,7,688
"91",256384,256383,"AUTO THEFT",122480452,"09/04/2012","936 BEAVERBROOK DR NW",205,"Wildwood (NPU-C)","C",33.81643,-84.41918,23.4041666666667,16.7,7,688
"92",133007,133006,"LARCENY-NON VEHICLE",100951513,"04/05/2010","33 EDGEWOOD AVE SE",510,"Downtown","M",33.7544,-84.3881,20.3541666666667,0,8,1609
"93",71419,71418,"LARCENY-NON VEHICLE",113352162,"12/01/2011","1741 LANGSTON AVE SW",306,"Sylvan Hills","X",33.70724,-84.42201,4.65416666666667,0,3,1868
"94",147653,147652,"AUTO THEFT",161030903,"04/12/2016","3550 CAMPBELLTON RD SW",413,"","P",33.68984,-84.50491,16.5875,7.5,5,849
"95",47781,47780,"AUTO THEFT",120231994,"01/23/2012","280 W LAKE DR NW",105,"West Lake","J",33.76255,-84.43971,10.6083333333333,9,3,1868
"96",27647,27646,"LARCENY-FROM VEHICLE",110090659,"01/09/2011","4061 SOUTHWOOD CIR SW",412,"Ben Hill Terrace","P",33.69573,-84.5211,-1.8375,0,5,849
"97",113373,113372,"AGG ASSAULT",110880930,"03/29/2011","647 COOPER ST.",303,"Downtown","M",33.74662,-84.39702,8.3875,0.2,3,1868
"98",261440,261439,"LARCENY-NON VEHICLE",142521620,"09/09/2014","12 BROAD ST SW",511,"Downtown","M",33.7532,-84.39201,23.2583333333333,0,8,1609
"99",39714,39713,"ROBBERY-PEDESTRIAN",143340565,"11/30/2014","1445 VENETIAN DR SW",403,"Fort McPherson","S",33.7145,-84.4341,9.975,0,3,1868
"100",64242,64241,"LARCENY-FROM VEHICLE",93170504,"11/13/2009","237 GREENHAVEN DR SE",611,"The Villages at East Lake","O",33.74119,-84.31332,12.7625,0,9,587
"101",15231,15230,"LARCENY-FROM VEHICLE",152971697,"10/24/2015","715 WOODSON ST SE",605,"Grant Park","W",33.73507,-84.37937,18.0791666666667,0,1,1118
"102",227603,227602,"ROBBERY-RESIDENCE",112371828,"08/25/2011","2556 CENTER ST NW",113,"Carey Park","G",33.78963,-84.47169,29.125,0,6,1164
"103",184912,184911,"LARCENY-FROM VEHICLE",131762083,"06/25/2013","893 PEACHTREE ST NE @BULLDOG",505,"Midtown","E",33.77901,-84.38403,24.2333333333333,2.7,8,1609
"104",174606,174605,"LARCENY-FROM VEHICLE",91250590,"05/05/2009","1279 DRUID PL NE",608,"Candler Park","N",33.76878,-84.34543,19.8833333333333,2.8,9,587
"105",32628,32627,"ROBBERY-PEDESTRIAN",113251477,"11/21/2011","3011 HEADLAND DR SW ",411,"Greenbriar","R",33.68961,-84.48907,18.775,0,5,849
"106",197747,197746,"BURGLARY-RESIDENCE",91601401,"06/09/2009","1483 ARTHUR LANGFORD JR PL SW",307,"Joyland","Y",33.71097,-84.39789,24.0958333333333,0,2,1151
"107",59247,59246,"LARCENY-FROM VEHICLE",160123171,"01/12/2016","676 N HIGHLAND AVE NE",602,"Poncey-Highland","N",33.77294,-84.35263,1.52083333333333,0,1,1118
"108",87834,87833,"LARCENY-NON VEHICLE",93381067,"12/04/2009","24 HUTCHINSON ST NE",609,"Edgewood","O",33.75413,-84.34105,6.03333333333333,0,9,587
"109",171021,171020,"BURGLARY-RESIDENCE",161311992,"05/10/2016","187 MOURY AVE SW",305,"The Villages at Carver","Y",33.71449,-84.39138,22.15,0.1,2,1151
"110",125287,125286,"BURGLARY-NONRES",160900422,"03/30/2016","496 PLASTERS AVE NE AVE",212,"","F",33.81181,-84.37233,14.3958333333333,0,4,966
"111",98821,98820,"AGG ASSAULT",130480783,"02/17/2013","3647 BARROW PL SW",413,"Ben Hill Pines","P",33.68392,-84.508,1.0125,0,5,849
"112",130838,130837,"LARCENY-NON VEHICLE",101161039,"04/26/2010","2150 CASCADE RD SW",409,"Adams Park","R",33.72169,-84.45884,17.1708333333333,0,3,1868
"113",174162,174161,"LARCENY-FROM VEHICLE",91290835,"05/09/2009","144 PEARL ST SE",606,"Reynoldstown","N",33.75062,-84.36196,21.9958333333333,0,1,1118
"114",111104,111103,"LARCENY-NON VEHICLE",100832328,"03/24/2010","1255 CAROLINE STREET",609,"Edgewood","O",33.75789,-84.34741,12.6166666666667,0,9,587
"115",21015,21014,"BURGLARY-RESIDENCE",92940567,"10/21/2009","880 CUSTER AVE SE",607,"Benteen Park","W",33.71741,-84.3604,12.6916666666667,0,2,1151
"116",50149,50148,"ROBBERY-PEDESTRIAN",130281302,"01/28/2013","561 FORMWALT ST SW",303,"Mechanicsville","V",33.73929,-84.39588,8.22916666666667,0.2,3,1868
"117",252053,252052,"AGG ASSAULT",112630231,"09/20/2011","1937 PIEDMONT CIRCLE",212,"Piedmont Heights","F",33.81033,-84.368,20.2916666666667,3.5,4,966
"118",42158,42157,"LARCENY-FROM VEHICLE",143082506,"11/04/2014","898 BERNINA AVE",602,"Inman Park","N",33.76397,-84.35875,11.3833333333333,0,1,1118
"119",245193,245192,"LARCENY-FROM VEHICLE",92361614,"08/24/2009","THE PRADO NE / PEACHTREE CIR NE",502,"Ansley Park","E",33.7952,-84.38391,23.625,0,8,1609
"120",257175,257174,"LARCENY-NON VEHICLE",132691339,"09/26/2013","405 FAIRBURN RD SW",407,"Wildwood (NPU-H)","H",33.74367,-84.50959,19.2416666666667,0.8,6,1164
"121",34322,34321,"BURGLARY-RESIDENCE",113071699,"11/03/2011","2814 ARGYLE DR NW",113,"Lincoln Homes","G",33.79907,-84.48012,13.2708333333333,9,6,1164
"122",233307,233306,"LARCENY-FROM VEHICLE",132431373,"08/31/2013","406 MILLEDGE AVE SE",605,"Grant Park","W",33.73907,-84.37431,25.1833333333333,2.2,1,1118
"123",46566,46565,"AUTO THEFT",163120504,"11/07/2016","3669 POWERS FERRY RD NE",209,"East Chastain Park","B",33.85641,-84.38288,16.1708333333333,0,4,966
"124",267806,267805,"AUTO THEFT",92711174,"09/28/2009","1480 MONROE DR NE",213,"Morningside/Lenox Park","F",33.795,-84.36764,21.0583333333333,0.3,8,1609
"125",71049,71048,"ROBBERY-RESIDENCE",113392383,"12/05/2011","1511 LANGSTON AVE SW;",306,"Sylvan Hills","X",33.71355,-84.42441,14.1083333333333,0.1,3,1868
"126",125028,125027,"LARCENY-NON VEHICLE",150622283,"03/03/2015","1388 JOSEPH E BOONE BLVD NW",105,"Hunter Hills","K",33.7633,-84.43337,10.0416666666667,6,3,1868
"127",218548,218547,"AUTO THEFT",162011114,"07/19/2016","751 FAIRBURN RD SW",407,"Fairburn Mays","H",33.73454,-84.51059,28.1,0.5,6,1164
"128",244176,244175,"AGG ASSAULT",162162299,"08/03/2016","260 AURORA AVE NW",108,"Dixie Hills","J",33.76216,-84.45467,27.1541666666667,0.1,6,1164
"129",201323,201322,"LARCENY-FROM VEHICLE",101911857,"07/10/2010","964 RALPH D ABERNATHY BLVD SW ",401,"West End","T",33.73773,-84.41962,27.2,1.8,3,1868
"130",19574,19573,"LARCENY-FROM VEHICLE",162781416,"10/04/2016","1570 MONROE DR NE",213,"Piedmont Heights","F",33.79708,-84.36943,23.6,0,8,1609
"131",231942,231941,"LARCENY-NON VEHICLE",122271050,"08/14/2012","1935 ALISON CT SW",410,"Fort Valley","R",33.70055,-84.45149,24.05,5.5,5,849
"132",117832,117831,"LARCENY-NON VEHICLE",120661895,"03/06/2012","1217 CAROLINE ST NE",609,"Edgewood","O",33.75786,-84.34875,6.375,0,9,587
"133",115839,115838,"AGG ASSAULT",120900585,"03/30/2012","415 LINDSEY DR SE",310,"Lakewood","Z",33.69444,-84.37552,19.7833333333333,4.3,2,1151
"134",231816,231815,"LARCENY-NON VEHICLE",122280956,"08/15/2012","725 PONCE DE LEON AVE NE",602,"Poncey-Highland","N",33.77343,-84.36351,25.1333333333333,0.4,1,1118
"135",141113,141112,"BURGLARY-NONRES",130971843,"04/07/2013","1050 LENOX PARK BLVD NE",210,"Pine Hills","B",33.85011,-84.34852,14.4083333333333,0,4,966
"136",83680,83679,"AUTO THEFT",163502599,"12/15/2016","448 BOULEVARD SE",605,"Grant Park","W",33.74203,-84.36756,4.19583333333333,0,1,1118
"137",222707,222706,"LARCENY-FROM VEHICLE",91900036,"07/09/2009","1034 VANCE AVE NE",601,"Virginia Highland","F",33.78278,-84.35587,22.4666666666667,10.5,1,1118
"138",86928,86927,"LARCENY-FROM VEHICLE",93451247,"12/11/2009","2997 JONESBORO RD SE",312,"Orchard Knob","Z",33.67257,-84.3724,1.2,0,2,1151
"139",97674,97673,"ROBBERY-PEDESTRIAN",120352153,"02/04/2012","36 SPRINGSIDE DRIVE SE",312,"Glenrose Heights","Z",33.67634,-84.38842,13.1291666666667,2.9,2,1151
"140",100900,100899,"LARCENY-NON VEHICLE",140482331,"02/17/2014","991 PIEDMONT AVE NE",503,"Midtown","E",33.78138,-84.38046,8.03333333333333,0,8,1609
"141",179963,179962,"LARCENY-NON VEHICLE",111571216,"06/15/2011","379 ELM ST NW",103,"English Avenue","L",33.76501,-84.40874,27.5625,7.1,8,1609
"142",131221,131220,"LARCENY-FROM VEHICLE",101122285,"04/22/2010","2711 DEERWOOD LN SW",414,"Ben Hill","P",33.67305,-84.51549,17.15,0,5,849
"143",129929,129928,"LARCENY-FROM VEHICLE",90642203,"03/06/2009","912 MONROE DR.",202,"Randall Mill","A",33.85164,-84.42485,11.75,0,7,688
"144",104962,104961,"AUTO THEFT",160462679,"02/15/2016","357 TERRY ST SE",605,"Capitol Gateway","V",33.74523,-84.38483,4.76666666666667,0.1,1,1118
"145",37495,37494,"LARCENY-FROM VEHICLE",133320837,"11/28/2013","2030 LOIS PL NW",110,"Grove Park","J",33.78454,-84.45434,0.2125,0,6,1164
"146",260785,260784,"LARCENY-FROM VEHICLE",142602920,"09/17/2014","1890 MYRTLE DR SW",410,"Campbellton Road","R",33.70405,-84.45488,23.7875,0,5,849
"147",52352,52351,"LARCENY-FROM VEHICLE",130500958,"01/05/2013","1029 SIMS ST",302,"Pittsburgh","V",33.72678,-84.40342,2.54166666666667,0,3,1868
"148",13477,13476,"BURGLARY-RESIDENCE",142860373,"10/13/2014","3450 FORREST PARK RD SE",313,"South River Gardens","Z",33.66061,-84.35549,23.1958333333333,0,2,1151
"149",225085,225084,"LARCENY-NON VEHICLE",102302196,"08/18/2010","300 PEACHTREE ST NE ",508,"Downtown","M",33.76293,-84.38714,27.5958333333333,0.9,8,1609
"150",249367,249366,"LARCENY-FROM VEHICLE",102591922,"09/16/2010","2904 RENFRO DR NW",112,"Collier Heights","I",33.76767,-84.47297,25.9833333333333,0,6,1164
"151",218767,218766,"LARCENY-FROM VEHICLE",161982167,"07/16/2016","1919 METROPOLITAN PKWY SW",306,"Sylvan Hills","X",33.70278,-84.41017,27.825,0.1,2,1151
"152",74839,74838,"LARCENY-NON VEHICLE",133581345,"12/24/2013","3393 PEACHTREE RD NE @LENOX MALL",210,"Lenox","B",33.84676,-84.36212,2.39166666666667,0,4,966
"153",212295,212294,"LARCENY-NON VEHICLE",142062489,"07/25/2014","1275 CAROLINE ST NE",609,"Edgewood","O",33.75674,-84.34619,24.4416666666667,0.2,9,587
"154",61638,61637,"HOMICIDE",170091038003,"01/09/2017","1800 MEMORIAL DR SE",610,"Kirkwood","O",33.74752,-84.3291,-1.07083333333333,0,9,587
"155",25179,25178,"BURGLARY-RESIDENCE",100081713,"01/08/2010","2418 BOLLINGBROOK DR SW",406,"Audobon Forest","I",33.73017,-84.46685,-3.89166666666667,1,6,1164
"156",268111,268110,"LARCENY-NON VEHICLE",92680056,"09/25/2009","303 PARKWAY DR NE",604,"Old Fourth Ward","M",33.76286,-84.37405,24.2041666666667,0.2,1,1118
